color_description,created_at,current_price,discount_amount,discount_percent,group_key,image_url,messaging,original_price,price,price_display,product_code,product_type,product_url,promo_display,promo_message,source_url,subtitle,target,title,badge
Fir,"Mon, 24 Nov 2025 15:11:06 GMT",76.97,13.03,14,qQzFZK,https://static.nike.com/a/images/t_default/bd54f79d-bf89-46b7-968f-72b9275ec58b/BOYS+ICON+SWINGMAN+JERSEY.png,,90,$76.97,"$76.97 (was $90, 14% off)",9Z2B7BX2P-ANT,discount,https://www.nike.com/t/giannis-antetokounmpo-milwaukee-bucks-2023-24-icon-edition-big-kids-nba-swingman-jersey-qQzFZK/9Z2B7BX2P-ANT,,,https://www.nike.com/w/sale-3yaep,Big Kids' Nike NBA Swingman Jersey,Nike Sale US,Giannis Antetokounmpo Milwaukee Bucks 2023/24 Icon Edition,
Black,"Mon, 24 Nov 2025 15:11:06 GMT",76.97,13.03,14,qQzFZK,https://static.nike.com/a/images/t_default/9dcd1f3a-4268-4979-bed2-a3daf685ff5d/BOYS+ICON+SWINGMAN+JERSEY.png,Extra 25% w/ BFRIDAY,90,$76.97,"$76.97 (was $90, 14% off)",9Z2B7BX2P-WEM,discount,https://www.nike.com/t/victor-wembanyama-san-antonio-spurs-2023-24-icon-edition-big-kids-nba-swingman-jersey-qQzFZK/9Z2B7BX2P-WEM,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Nike NBA Swingman Jersey,Nike Sale US,Victor Wembanyama San Antonio Spurs 2023/24 Icon Edition,
Black,"Mon, 24 Nov 2025 15:12:51 GMT",33.97,11.03,24,0yOVMjus,https://static.nike.com/a/images/t_default/b38ea324-3330-47dc-89e0-00878c10e46c/HBCU+HERITAGE+BACKPACK+2.0.png,Extra 25% w/ BFRIDAY,45,$33.97,"$33.97 (was $45, 24% off)",A11956CLAU25-BLK,discount,https://www.nike.com/t/heritage-clark-atlanta-university-backpack-25l-0yOVMjus/A11956CLAU25-BLK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Backpack (25L),Nike Sale US,Nike College Heritage (Clark Atlanta University),
Black,"Mon, 24 Nov 2025 15:12:21 GMT",33.97,11.03,24,iKkIW5vn,https://static.nike.com/a/images/t_default/90611555-91a3-4db2-947a-09750b78ea64/HBCU+HERITAGE+BACKPACK+2.1.png,Just In,45,$33.97,"$33.97 (was $45, 24% off)",A11956DESU25-BLK,discount,https://www.nike.com/t/heritage-delaware-state-backpack-25l-iKkIW5vn/A11956DESU25-BLK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Backpack (25L),Nike Sale US,Nike College Heritage (Delaware State),Just In
Black,"Mon, 24 Nov 2025 15:12:36 GMT",40.97,4.03,9,odwjMlQe,https://static.nike.com/a/images/t_default/9593202b-be20-4ba9-945c-a11dfc7267db/HBCU+HERITAGE+BACKPACK+2.0.png,Extra 25% w/ BFRIDAY,45,$40.97,"$40.97 (was $45, 9% off)",A11956FAMU25-BLK,discount,https://www.nike.com/t/heritage-florida-am-university-backpack-25l-odwjMlQe/A11956FAMU25-BLK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Backpack (25L),Nike Sale US,Nike College Heritage (Florida A&M University),
Black,"Mon, 24 Nov 2025 15:13:02 GMT",33.97,11.03,24,bfhtBL,https://static.nike.com/a/images/t_default/8b21758c-af7a-4e3c-a986-50792313c92d/SAV+COL+HERITAGE+BACKPACK.png,Extra 25% w/ BFRIDAY,45,$33.97,"$33.97 (was $45, 24% off)",A11956HBCU-SAV,discount,https://www.nike.com/t/savannah-stateheritage-backpack-bfhtBL/A11956HBCU-SAV,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike College Heritage Backpack,Nike Sale US,Savannah State,
Black,"Mon, 24 Nov 2025 15:12:40 GMT",29.97,15.03,33,5kZZRIMR,https://static.nike.com/a/images/t_default/c625a33e-b36c-4578-b67a-605599955448/HBCU+HERITAGE+BACKPACK+2.0.png,Extra 25% w/ BFRIDAY,45,$29.97,"$29.97 (was $45, 33% off)",A11956HOWD25-BLK,discount,https://www.nike.com/t/heritage-howard-university-backpack-25l-5kZZRIMR/A11956HOWD25-BLK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Backpack (25L),Nike Sale US,Nike College Heritage (Howard University),
Black,"Mon, 24 Nov 2025 15:12:52 GMT",38.97,6.03,13,cOBe6VDK,https://static.nike.com/a/images/t_default/3214b8f1-88a5-4fc2-b0ff-f14b2d6f4f21/HBCU+HERITAGE+BACKPACK+2.0.png,Extra 25% w/ BFRIDAY,45,$38.97,"$38.97 (was $45, 13% off)",A11956SUAM25-BLK,discount,https://www.nike.com/t/heritage-southern-university-and-am-backpack-25l-cOBe6VDK/A11956SUAM25-BLK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Backpack (25L),Nike Sale US,Nike College Heritage (Southern University and A&M),
Black,"Mon, 24 Nov 2025 15:13:01 GMT",33.97,11.03,24,eNXE4Srx,https://static.nike.com/a/images/t_default/19b123cd-132b-438b-96ce-63e1e5e0c159/HBCU+HERITAGE+BACKPACK+2.0.png,Extra 25% w/ BFRIDAY,45,$33.97,"$33.97 (was $45, 24% off)",A11956TESU25-BLK,discount,https://www.nike.com/t/heritage-tennessee-state-university-backpack-25l-eNXE4Srx/A11956TESU25-BLK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Backpack (25L),Nike Sale US,Nike College Heritage (Tennessee State University),
Black,"Mon, 24 Nov 2025 15:12:44 GMT",40.97,4.03,9,c0CCZrwc,https://static.nike.com/a/images/t_default/81746756-8023-43dc-b42d-af59f9104c38/HBCU+HERITAGE+BACKPACK+2.0.png,Extra 25% w/ BFRIDAY,45,$40.97,"$40.97 (was $45, 9% off)",A11956WISA25-BLK,discount,https://www.nike.com/t/heritage-winston-salem-state-university-backpack-25l-c0CCZrwc/A11956WISA25-BLK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Backpack (25L),Nike Sale US,Nike College Heritage (Winston-Salem State University),
Black,"Mon, 24 Nov 2025 15:11:55 GMT",40.97,4.03,9,87pLzGU5,https://static.nike.com/a/images/t_default/5c7375c9-03dd-4fb2-9382-3d5769bb05f5/HBCU+HERITAGE+BACKPACK+2.0.png,Extra 25% w/ BFRIDAY,45,$40.97,"$40.97 (was $45, 9% off)",A11956YARD25-BLK,discount,https://www.nike.com/t/heritage-yardrunners-backpack-25l-87pLzGU5/A11956YARD25-BLK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Backpack (25L),Nike Sale US,Nike College Heritage (Yardrunners),
Olive,"Mon, 24 Nov 2025 15:12:18 GMT",30.97,14.03,31,VZz12B,https://static.nike.com/a/images/t_default/221dc8a0-2b9c-483c-b7b2-63b6a5d17e70/ARMY+U+NK+SCARF+NRG.png,,45,$30.97,"$30.97 (was $45, 31% off)",A21181C600-ARM,discount,https://www.nike.com/t/army-scarf-VZz12B/A21181C600-ARM,,,https://www.nike.com/w/sale-3yaep,Scarf,Nike Sale US,Nike College (Army),
Black,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/c994bd30-78ce-4fd3-924a-cb4dedfcfdcc/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-ANG,discount,https://www.nike.com/t/angel-city-fc-soccer-scarf-C2rKHP/A21591069-ANG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,Angel City FC,
University Red,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/5e1faa9d-ccb9-4c6d-9c77-5658f8ce29c8/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-CRS,discount,https://www.nike.com/t/chicago-red-stars-soccer-scarf-C2rKHP/A21591069-CRS,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,Chicago Red Stars,
Team Orange,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/01c2c973-64fc-4607-b632-f88551434965/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-HOU,discount,https://www.nike.com/t/houston-dash-soccer-scarf-C2rKHP/A21591069-HOU,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,Houston Dash,
College Navy,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/9a1a9876-8cf2-4f1e-a60f-6a5bdd555b88/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-KCC,discount,https://www.nike.com/t/kansas-city-current-soccer-scarf-C2rKHP/A21591069-KCC,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,Kansas City Current,
College Navy,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/18225923-3340-4e6a-b319-89e54b727de8/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-NCC,discount,https://www.nike.com/t/north-carolina-courage-soccer-scarf-C2rKHP/A21591069-NCC,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,North Carolina Courage,
Game Royal,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/6dced703-720e-43c2-923e-73390e9fd5e0/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-OLR,discount,https://www.nike.com/t/ol-reign-soccer-scarf-C2rKHP/A21591069-OLR,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,OL Reign,
New Orchid,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/fb68c4be-6f4e-4bf9-822c-fd0950223abe/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-RLV,discount,https://www.nike.com/t/racing-louisville-soccer-scarf-C2rKHP/A21591069-RLV,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,Racing Louisville,
College Navy,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/156fb6bd-0da1-4bc5-adbb-e3aa4663c568/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-SDW,discount,https://www.nike.com/t/san-diego-wave-soccer-scarf-C2rKHP/A21591069-SDW,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,San Diego Wave,
College Navy,"Mon, 24 Nov 2025 15:12:33 GMT",29.97,9.03,23,C2rKHP,https://static.nike.com/a/images/t_default/3318f317-033d-432f-86ea-e3063c62a811/LOCAL+VERBIAGE+SCARF.png,,39,$29.97,"$29.97 (was $39, 23% off)",A21591069-WAS,discount,https://www.nike.com/t/washington-spirit-soccer-scarf-C2rKHP/A21591069-WAS,,,https://www.nike.com/w/sale-3yaep,Nike Soccer Scarf,Nike Sale US,Washington Spirit,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/de3e76ab-b92f-4ee7-b938-2e87acf2f4ab/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-ANG,discount,https://www.nike.com/t/angel-city-fc-nwsl-scarf-1Zwgvf/A215914275-ANG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,Angel City FC,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/85d1b594-1994-4a1a-acc6-23489034c3ab/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-CHI,discount,https://www.nike.com/t/chicago-red-stars-nwsl-scarf-1Zwgvf/A215914275-CHI,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,Chicago Red Stars,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/b65d02e6-d8ab-4fe4-977c-5c740c369c1a/LOCAL+VERBIAGE+SCARF.png,,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-GOT,discount,https://www.nike.com/t/nj-ny-gotham-fc-nwsl-scarf-1Zwgvf/A215914275-GOT,,,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,NJ/NY Gotham FC,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/a74abcfa-ff9b-48a2-9bc4-513e2315e077/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-HOU,discount,https://www.nike.com/t/houston-dash-nwsl-scarf-1Zwgvf/A215914275-HOU,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,Houston Dash,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/a72ce83a-8f80-4583-b9d8-395f0e922f34/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-KCC,discount,https://www.nike.com/t/kansas-city-current-nwsl-scarf-1Zwgvf/A215914275-KCC,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,Kansas City Current,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/9c5329fd-7001-43b0-a9f1-ad83c2634181/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-LOU,discount,https://www.nike.com/t/racing-louisville-fc-nwsl-scarf-1Zwgvf/A215914275-LOU,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,Racing Louisville FC,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/663a13b0-f126-4d71-9e21-8a9826ebf919/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-NCC,discount,https://www.nike.com/t/north-carolina-courage-nwsl-scarf-1Zwgvf/A215914275-NCC,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,North Carolina Courage,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",26.97,12.03,30,1Zwgvf,https://static.nike.com/a/images/t_default/0f5c2753-db67-4bbb-89a0-a81c4a2c006a/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$26.97,"$26.97 (was $39, 30% off)",A215914275-ORL,discount,https://www.nike.com/t/orlando-pride-nwsl-scarf-1Zwgvf/A215914275-ORL,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,Orlando Pride,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",26.97,12.03,30,1Zwgvf,https://static.nike.com/a/images/t_default/4e3fb870-80f9-476c-9985-cbcd7e0d8b90/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$26.97,"$26.97 (was $39, 30% off)",A215914275-POR,discount,https://www.nike.com/t/portland-thorns-fc-nwsl-scarf-1Zwgvf/A215914275-POR,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,Portland Thorns FC,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/831959a4-9cf9-42d5-9309-dabbe46b59e8/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-SDW,discount,https://www.nike.com/t/san-diego-wave-fc-nwsl-scarf-1Zwgvf/A215914275-SDW,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,San Diego Wave FC,
Multi-Color Print,"Mon, 24 Nov 2025 15:12:44 GMT",29.97,9.03,23,1Zwgvf,https://static.nike.com/a/images/t_default/e2080851-3766-407f-90e8-318185da2f05/LOCAL+VERBIAGE+SCARF.png,Extra 25% w/ BFRIDAY,39,$29.97,"$29.97 (was $39, 23% off)",A215914275-UTA,discount,https://www.nike.com/t/utah-royals-fc-nwsl-scarf-1Zwgvf/A215914275-UTA,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Nike NWSL Scarf,Nike Sale US,Utah Royals FC,
Pure Platinum/Light Smoke Grey/Metallic Silver/Black,"Mon, 24 Nov 2025 15:10:50 GMT",124.97,45.03,26,Pgb94t,https://static.nike.com/a/images/t_default/82cc1066-38f5-498c-8dd3-fab1174576cf/W+AIR+MAX+270.png,Best Seller,170,$124.97,"$124.97 (was $170, 26% off)",AH6789-018,discount,https://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-018,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Women's Shoes,Nike Sale US,Nike Air Max 270,Best Seller
White/Summit White/Stadium Green/Black,"Mon, 24 Nov 2025 15:10:50 GMT",113.97,56.03,33,Pgb94t,https://static.nike.com/a/images/t_default/795cafdf-43a9-4037-afd2-de63609eae69/W+AIR+MAX+270.png,Best Seller,170,$113.97,"$113.97 (was $170, 33% off)",AH6789-125,discount,https://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-125,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Women's Shoes,Nike Sale US,Nike Air Max 270,Best Seller
White/Black/White/Hyper Pink,"Mon, 24 Nov 2025 15:10:50 GMT",144.97,25.03,14,Pgb94t,https://static.nike.com/a/images/t_default/7f20343a-5099-4787-a8ce-52587e878b0e/W+AIR+MAX+270.png,Best Seller,170,$144.97,"$144.97 (was $170, 14% off)",AH6789-127,discount,https://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-127,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Women's Shoes,Nike Sale US,Nike Air Max 270,Best Seller
Amethyst Tint/Amethyst Tint/White,"Mon, 24 Nov 2025 15:10:50 GMT",122.97,47.03,27,Pgb94t,https://static.nike.com/a/images/t_default/e07987ed-96da-422f-beb4-8e9c7e120eb2/W+AIR+MAX+270.png,Best Seller,170,$122.97,"$122.97 (was $170, 27% off)",AH6789-502,discount,https://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-502,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Women's Shoes,Nike Sale US,Nike Air Max 270,Best Seller
Elemental Pink/Desert Berry/White/Black,"Mon, 24 Nov 2025 15:10:50 GMT",136.97,23.03,14,Pgb94t,https://static.nike.com/a/images/t_default/b477a499-88cf-4b5b-a343-b9cbb68fae20/W+AIR+MAX+270.png,Best Seller,160,$136.97,"$136.97 (was $160, 14% off)",AH6789-607,discount,https://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-607,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Women's Shoes,Nike Sale US,Nike Air Max 270,Best Seller
Black/Bright Crimson/Phantom/Total Orange,"Mon, 24 Nov 2025 15:10:31 GMT",112.97,47.03,29,KkLcGR,https://static.nike.com/a/images/t_default/2570d5f9-b0cc-46fe-b2ed-b2e3a822a30d/AIR+MAX+270.png,Extra 25% w/ BFRIDAY,160,$112.97,"$112.97 (was $160, 29% off)",AH8050-030,discount,https://www.nike.com/t/air-max-270-mens-shoes-KkLcGR/AH8050-030,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Shoes,Nike Sale US,Nike Air Max 270,
White/Persian Violet/Dark Grey/White,"Mon, 24 Nov 2025 15:10:31 GMT",108.97,61.03,36,KkLcGR,https://static.nike.com/a/images/t_default/uhxeyyrvkqaslyoludmv/AIR+MAX+270.png,Best Seller,170,$108.97,"$108.97 (was $170, 36% off)",AH8050-107,discount,https://www.nike.com/t/air-max-270-mens-shoes-KkLcGR/AH8050-107,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Shoes,Nike Sale US,Nike Air Max 270,Best Seller
Light Lemon Twist/Black/Anthracite/White,"Mon, 24 Nov 2025 15:10:31 GMT",136.97,23.03,14,KkLcGR,https://static.nike.com/a/images/t_default/da58f543-363c-4a2e-8a27-3ffc3cf7357b/AIR+MAX+270.png,Best Seller,160,$136.97,"$136.97 (was $160, 14% off)",AH8050-703,discount,https://www.nike.com/t/air-max-270-mens-shoes-KkLcGR/AH8050-703,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Shoes,Nike Sale US,Nike Air Max 270,Best Seller
Black/Black,"Mon, 24 Nov 2025 15:11:55 GMT",63.97,21.03,24,LHF6Hh,https://static.nike.com/a/images/t_default/jemp0lxj9opbvwiq16fl/M+NK+FLX+PANT+CORE.png,Extra 25% w/ BFRIDAY,85,$63.97,"$63.97 (was $85, 24% off)",AJ5489-010,discount,https://www.nike.com/t/flex-mens-golf-pants-LHF6Hh/AJ5489-010,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Golf Pants,Nike Sale US,Nike Flex,
Khaki/Khaki,"Mon, 24 Nov 2025 15:11:55 GMT",63.97,21.03,24,LHF6Hh,https://static.nike.com/a/images/t_default/rypajxjbn4eysgkokayt/M+NK+FLX+PANT+CORE.png,Extra 25% w/ BFRIDAY,85,$63.97,"$63.97 (was $85, 24% off)",AJ5489-247,discount,https://www.nike.com/t/flex-mens-golf-pants-LHF6Hh/AJ5489-247,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Golf Pants,Nike Sale US,Nike Flex,
Black/Black,"Mon, 24 Nov 2025 15:12:03 GMT",48.97,16.03,24,VdkFBz,https://static.nike.com/a/images/t_default/ccxuxnelvrejqz5jxvcn/M+NK+FLX+SHORT+CORE.png,Extra 25% w/ BFRIDAY,65,$48.97,"$48.97 (was $65, 24% off)",AJ5493-010,discount,https://www.nike.com/t/flex-mens-golf-shorts-VdkFBz/AJ5493-010,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Golf Shorts,Nike Sale US,Nike Flex,
Light Bone/Light Bone,"Mon, 24 Nov 2025 15:12:03 GMT",48.97,16.03,24,VdkFBz,https://static.nike.com/a/images/t_default/tfudexyersvlnzu78ypd/M+NK+FLX+SHORT+CORE.png,Extra 25% w/ BFRIDAY,65,$48.97,"$48.97 (was $65, 24% off)",AJ5493-072,discount,https://www.nike.com/t/flex-mens-golf-shorts-VdkFBz/AJ5493-072,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Golf Shorts,Nike Sale US,Nike Flex,
Khaki/Khaki,"Mon, 24 Nov 2025 15:12:03 GMT",48.97,16.03,24,VdkFBz,https://static.nike.com/a/images/t_default/qdbxy4qujjfjd99ln3qc/M+NK+FLX+SHORT+CORE.png,Extra 25% w/ BFRIDAY,65,$48.97,"$48.97 (was $65, 24% off)",AJ5493-247,discount,https://www.nike.com/t/flex-mens-golf-shorts-VdkFBz/AJ5493-247,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Golf Shorts,Nike Sale US,Nike Flex,
Burgundy Crush,"Mon, 24 Nov 2025 15:12:28 GMT",25.97,9.03,25,pc4MC3,https://static.nike.com/a/images/t_default/3bf05fb9-7878-4d70-99b1-147709b1ff1a/M+NK+DF+MILER+TOP+SS.png,Extra 25% w/ BFRIDAY,35,$25.97,"$25.97 (was $35, 25% off)",AJ7565-652,discount,https://www.nike.com/t/dri-fit-miler-mens-short-sleeve-running-top-pc4MC3/AJ7565-652,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Short-Sleeve Running Top,Nike Sale US,Nike Dri-FIT Miler,
Black,"Mon, 24 Nov 2025 15:12:22 GMT",26.97,8.03,23,jJr9Hl,https://static.nike.com/a/images/t_default/xhhhzy2lmqjydpncnbyg/W+NK+MILER+TANK.png,Extra 25% w/ BFRIDAY,35,$26.97,"$26.97 (was $35, 23% off)",AJ8102-010,discount,https://www.nike.com/t/miler-womens-running-tank-jJr9Hl/AJ8102-010,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Women's Running Tank,Nike Sale US,Nike Miler,
